id,Name,ext_name,force,Legion,belong,location,identity,loyalty,Merit,command,battlebility,intelligence,politics,charm,five_circles,spearman,Halberd,crossbowmen,cavalry,weapon,Navy,Strong_ID,icon,gender,phase,stunt,stunt_combo,Stunt_description,power_level_1,Level_2,Level_3,Level_4,Level_5,Level_6,debut_year,birth_year,death_year
782,陆九渊,子静,,,濮阳,濮阳,未发现,0,0,48,47,79,76,79,329,初,初,熟,初,初,初,0,1769,男,56,贤哲,138-贤哲,所属势力每月增加一定量的技巧值,,,,,,,150,130,229
783,杨存中,正甫,,,濮阳,濮阳,未发现,0,0,79,91,70,69,73,382,熟,熟,极,精,精,精,1,1890,男,63,神臂,129-神臂,使弩兵的射程增加１区格,,,,,,,225,205,304
784,李显忠,,,,濮阳,濮阳,未发现,0,0,81,89,55,51,64,340,精,精,熟,极,熟,精,0,1889,男,59,骑将,37-骑将,对武力比自己低的敌方部队施展骑兵战法成功时会心一击,,,,,,,150,130,229
785,袁袭,,杨行密,杨行密,庐江,庐江,一般,120,2000,46,37,90,77,75,325,初,初,初,初,初,初,1,1887,男,114,运筹,144-运筹,如果使用计策成功，则有機率可再行动一次,,,,,,,150,130,229
786,周本,,杨行密,杨行密,庐江,庐江,一般,120,2000,67,91,45,45,51,299,熟,熟,熟,初,熟,精,2,1888,男,112,金刚,28-金刚,在敌方攻击力微弱时被攻击的话，有50％的機率不会受到损伤,,,,,,,270,250,349
787,秦开,,燕职,燕职,北平,北平,一般,120,2000,81,77,68,74,70,370,极,精,精,精,熟,初,1,1886,男,10,築城,77-築城,军事设施建设的耐久上昇量增为２倍,,,,,,,150,130,229
788,由余,,秦任好,秦任好,长安,长安,一般,120,2000,54,51,85,86,72,348,初,初,熟,熟,初,初,1,1885,男,1,特技255,,,,,,,,,150,130,229
789,谢彦章,,朱温,朱温,陈留,陈留,一般,120,2000,73,70,59,65,76,343,熟,初,熟,极,熟,熟,1,1884,男,132,特技255,,,,,,,,,150,130,229
790,贺瑰,光远,,,陈留,陈留,未发现,0,0,71,74,49,47,52,293,精,精,初,初,熟,熟,3,1883,男,129,特技255,,,,,,,,,150,130,229
791,刘知俊,希贤,朱温,朱温,陈留,陈留,一般,120,2000,72,92,52,34,47,297,精,精,熟,熟,初,熟,2,1882,男,126,踏破,6-踏破,无栈道通行的损害；减轻落石的损伤。,,,,,,,150,130,229
792,李振,兴绪,朱温,朱温,陈留,陈留,一般,120,2000,28,21,87,68,43,247,初,初,初,初,初,初,3,1881,男,132,看破,60-看破,必定可识破智力比自己低的敌方部队所施展部队计略,,,,,,,150,130,229
793,杨炎,公南,,,洛阳,洛阳,未发现,0,0,29,31,76,82,41,259,初,初,初,初,初,初,3,1879,男,41,徵税,89-徵税,每回合所属都市都会有资金收入（一次收入将减半）,,,,,,,150,130,229
794,高骈,千里,,,洛阳,洛阳,未发现,0,0,79,75,66,55,58,333,精,极,精,熟,熟,精,1,1880,男,49,特技255,,,,,,,,,150,130,229
795,公孙瓒,伯珪,,,宛,宛,未发现,0,0,71,82,57,45,53,308,熟,初,精,极,初,初,1,38,男,74,白马,25-白马,未研究技巧「骑射」时也可施展骑射；骑射可施展会心一击,,,,,,,150,130,229
796,胡宗宪,汝贞,朱元璋,朱元璋,建业,建业,一般,120,2000,69,58,87,73,74,361,熟,熟,熟,初,熟,熟,1,1878,男,94,言毒,54-言毒,对智力比自己低的敌方部队施展部队计略「伪报」时，必定会成功,,,,,,,150,130,229
797,朱瞻基,,朱元璋,朱元璋,建业,建业,一般,120,2000,78,78,79,90,89,414,精,精,精,熟,精,熟,0,1877,男,90,仁政,96-仁政,所属相同的武将之每个月的忠诚不会下降,,,,,,,195,175,274
798,薛赞,,姚弋仲,姚弋仲,天水,天水,一般,120,2000,37,40,82,84,65,308,初,初,初,初,初,初,3,1876,男,133,秘计,59-秘计,对智力比自己高的敌方部队施展部队计略成功时会心一击,,,,,,,150,130,229
799,姚硕德,,姚弋仲,姚弋仲,天水,天水,一般,120,2000,74,77,59,54,62,326,精,熟,精,精,熟,初,1,1875,男,135,特技255,,,,,,,,,165,147,244
800,秦宣太后,,,,65535,65535,,0,0,32,32,83,75,69,291,初,初,初,初,初,初,1,1500,女,149,诡计,56-诡计,对智力比自己低的敌方部队施展部队计略「内讧」时，必定会成功,,,,,,,150,130,229
801,吕雉,,,,65535,65535,,0,0,43,46,79,80,63,311,初,初,初,初,初,初,3,1501,女,75,秘计,59-秘计,对智力比自己高的敌方部队施展部队计略成功时会心一击,,,,,,,150,130,229
802,卫子夫,,,,65535,65535,,0,0,9,23,57,64,77,230,初,初,初,初,初,初,3,1502,女,75,奏乐,75-奏乐,每回合回復自军部队的气力,,,,,,,150,130,229
803,甄宓,,,,65535,65535,,0,0,8,15,58,46,68,195,初,初,初,初,初,初,3,732,女,28,特技255,,,,,,,,,150,130,229
804,阴丽华,,,,65535,65535,,0,0,16,19,64,68,86,253,初,初,初,初,初,初,3,1504,女,70,仁政,96-仁政,所属相同的武将之每个月的忠诚不会下降,,,,,,,210,190,289
805,邓绥,,,,65535,65535,,0,0,24,28,76,74,75,277,初,初,初,初,初,初,3,1505,女,70,看破,60-看破,必定可识破智力比自己低的敌方部队所施展部队计略,,,,,,,150,130,229
806,冯有,,,,65535,65535,,0,0,37,34,81,84,80,316,初,初,初,初,初,初,0,1506,女,146,指导,84-指导,研究技巧时的费用减半,,,,,,,150,130,229
807,胡充华,,,,65535,65535,,0,0,29,41,62,56,58,246,初,初,初,初,初,初,3,1507,女,149,祈願,98-祈願,所属都市容易出现豐收,,,,,,,150,130,229
808,独孤伽罗,,,,65535,65535,,0,0,36,37,69,83,74,299,初,初,初,初,初,初,0,1508,女,14,辅佐,26-辅佐,即使没建立人际关係（厌恶除外）也可获得支援攻击,,,,,,,165,145,244
809,长孙皇后,,,,65535,65535,,0,0,25,26,67,73,83,274,初,初,初,初,初,初,0,1509,女,44,内助,99-内助,若结婚，双方的能力全部＋１,,,,,,,270,250,349
810,张惠,,,,65535,65535,,0,0,12,43,73,67,71,266,初,初,初,初,初,初,1,1510,女,128,内助,99-内助,若结婚，双方的能力全部＋１,,,,,,,150,130,229
811,刘娥,,,,65535,65535,,0,0,18,30,71,82,81,282,初,初,初,初,初,初,3,1511,女,64,辅佐,26-辅佐,即使没建立人际关係（厌恶除外）也可获得支援攻击,,,,,,,150,130,229
812,娄昭君,,,,65535,65535,,0,0,51,65,78,72,70,336,初,初,熟,熟,初,初,1,1512,女,0,眼力,85-眼力,若有未发现的在野人士时执行人材探索的话，必定会发现,,,,,,,150,130,229
813,马秀英,,,,65535,65535,,0,0,48,56,66,72,82,324,初,初,初,初,初,初,0,1513,女,90,内助,99-内助,若结婚，双方的能力全部＋１,,,,,,,150,130,229
814,平阳公主,,,,65535,65535,,0,0,74,67,63,59,73,336,精,精,熟,初,熟,初,1,1514,女,45,昂扬,11-昂扬,打倒敌方部队就可回復气力,,,,,,,225,206,304
815,太平公主,,,,65535,65535,,0,0,40,29,84,75,67,295,初,初,初,初,初,初,0,1515,女,45,诡计,56-诡计,对智力比自己低的敌方部队施展部队计略「内讧」时，必定会成功,,,,,,,255,235,334
816,上官婉儿,,,,65535,65535,,0,0,21,24,75,78,66,264,初,初,初,初,初,初,3,1516,女,42,秘计,59-秘计,对智力比自己高的敌方部队施展部队计略成功时会心一击,,,,,,,150,130,229
817,卓文君,,,,65535,65535,,0,0,3,22,68,50,69,212,初,初,初,初,初,初,3,1517,女,77,奏乐,75-奏乐,每回合回復自军部队的气力,,,,,,,150,130,229
818,班昭,惠班,,,65535,65535,,0,0,10,18,74,70,73,245,初,初,初,初,初,初,3,1518,女,72,精妙,20-精妙,击破敌方部队时所获得的技巧点数增为２倍,,,,,,,150,132,229
819,蔡琰,文姬,,,65535,65535,,0,0,17,21,72,55,72,237,初,初,初,初,初,初,3,1519,女,35,诗想,76-诗想,军乐台的回復气力效果增为２倍,,,,,,,150,130,229
820,谢道韫,,,,65535,65535,,0,0,56,72,76,64,79,347,初,熟,初,初,初,熟,3,1520,女,33,精妙,20-精妙,击破敌方部队时所获得的技巧点数增为２倍,,,,,,,165,145,244
821,李清照,,,,65535,65535,,0,0,15,20,70,58,64,227,初,初,初,初,初,初,0,1521,女,65,诗想,76-诗想,军乐台的回復气力效果增为２倍,,,,,,,150,130,229
822,西施,,,,65535,65535,,0,0,5,10,65,56,82,218,初,初,初,初,初,初,1,1522,女,116,亲和,142-亲和,实行亲善所能提升的友好度加倍,,,,,,,150,130,229
823,虞姬,,,,65535,65535,,0,0,20,45,52,36,68,221,初,初,初,初,初,初,1,1523,女,100,不屈,27-不屈,若在部队的士兵不多时被攻击，有50％的機率不会受到损伤,,,,,,,150,130,229
824,王昭君,,,,65535,65535,,0,0,30,36,60,63,78,267,初,初,初,初,初,初,3,1524,女,78,特技153,,,,,,,,,150,130,229
825,杨玉环,太真,,,65535,65535,,0,0,7,35,55,42,75,214,初,初,初,初,初,初,3,1525,女,42,奏乐,75-奏乐,每回合回復自军部队的气力,,,,,,,150,130,229
826,赵飞燕,,,,65535,65535,,0,0,2,16,49,45,58,170,初,初,初,初,初,初,3,1526,女,76,特技255,,,,,,,,,150,130,229
827,冯小怜,,,,65535,65535,,0,0,6,13,40,37,61,157,初,初,初,初,初,初,3,1527,女,148,特技255,,,,,,,,,150,130,229
828,张丽华,,,,65535,65535,,0,0,11,40,61,48,62,222,初,初,初,初,初,初,3,1531,女,116,特技255,,,,,,,,,150,130,229
829,周宪,娥皇,,,65535,65535,,0,0,5,9,64,53,72,203,初,初,初,初,初,初,3,1529,女,113,奏乐,75-奏乐,每回合回復自军部队的气力,,,,,,,150,130,229
830,周嘉敏,女英,,,65535,65535,,0,0,9,12,55,51,65,192,初,初,初,初,初,初,3,1530,女,113,特技255,,,,,,,,,150,131,229
831,陈圆圆,畹芬,,,65535,65535,,0,0,4,17,46,40,60,167,初,初,初,初,初,初,3,1528,女,95,奏乐,75-奏乐,每回合回復自军部队的气力,,,,,,,150,130,229
832,古代３３,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
833,古代３４,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
834,古代３５,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
835,古代３６,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
836,古代３７,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
837,古代３８,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
838,古代３９,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
839,古代４０,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
840,古代４１,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
841,古代４２,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
842,古代４３,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
843,古代４４,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
844,古代４５,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
845,古代４６,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
846,古代４７,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
847,古代４８,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
848,古代４９,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
849,古代５０,,,,65535,65535,,0,0,1,1,1,1,1,5,初,初,初,初,初,初,3,0,,0,特技255,,,,,,,,,184,165,190
